4r3/8/2p1P1pp/p1N4p/2K2k1n/3P4/8/8 w - * 4 43;0.5
4r3/8/2p1P1pp/p1N4p/5k1n/1K1P4/8/8 b - * 5 43;0.5
4r3/8/2p1P1pp/p1N1k2p/7n/1K1P4/8/8 w - * 6 44;0.5
4r3/8/2p1P1pp/p1N1k2p/2K4n/3P4/8/8 b - * 7 44;0.5
1rbqkbnr/1pppppp1/2n4p/p3P3/8/N7/PPPPBPPP/R1BQK1NR w KQk * 2 5;0.5
1rbqkbnr/1pppppp1/2n4p/p3P3/8/N4N2/PPPPBPPP/R1BQK2R b KQk * 3 5;0.5
1rbqkbnr/1ppp1pp1/2n1p2p/p3P3/8/N4N2/PPPPBPPP/R1BQK2R w KQk * 0 6;0.5
1rbqkbnr/1ppp1pp1/2n1p2p/pB2P3/8/N4N2/PPPP1PPP/R1BQK2R b KQk * 1 6;0.5
1rbqk1nr/1ppp1pp1/2n1p2p/pB2P3/1b6/N4N2/PPPP1PPP/R1BQK2R w KQk * 2 7;0.5
1rbqk1nr/1ppp1pp1/2n1p2p/pB2P3/1b6/N4N2/PPPP1PPP/R1BQ1RK1 b k * 0 7;0.5
1rbqk1nr/2pp1pp1/1pn1p2p/pB2P3/1b6/N4N2/PPPP1PPP/R1BQ1RK1 w k * 0 8;0.5
1rbqk1nr/2pp1pp1/1pn1p2p/pB2P3/1b1P4/N4N2/PPP2PPP/R1BQ1RK1 b k * 0 8;0.5
1rbqk1nr/n1pp1pp1/1p2p2p/pB2P3/1b1P4/N4N2/PPP2PPP/R1BQ1RK1 w k * 1 9;0.5
1rbqk1nr/n1pp1pp1/1p2p2p/p3P3/1b1P4/N2B1N2/PPP2PPP/R1BQ1RK1 b k * 2 9;0.5
1r1qk1nr/nbpp1pp1/1p2p2p/p3P3/1b1P4/N2B1N2/PPP2PPP/R1BQ1RK1 w k * 3 10;0.5
1r1qk1nr/nbpp1pp1/1p2p2p/p3P3/1b1P1B2/N2B1N2/PPP2PPP/R2Q1RK1 b k * 4 10;0.5
1r1qk2r/nbppnpp1/1p2p2p/p3P3/1b1P1B2/N2B1N2/PPP2PPP/R2Q1RK1 w k * 5 11;0.5
1r1qk2r/nbppnpp1/1p2p2p/p3P3/1bPP1B2/N2B1N2/PP3PPP/R2Q1RK1 b k * 0 11;0.5
1r1qk2r/n1ppnpp1/1pb1p2p/p3P3/1bPP1B2/N2B1N2/PP3PPP/R2Q1RK1 w k * 1 12;0.5
1r1qk2r/n1ppnpp1/1pb1p2p/p3P3/1bPP1B2/N2B1N2/PP3PPP/2RQ1RK1 b k * 2 12;0.5
3qk2r/nrppnpp1/1pb1p2p/p3P3/1bPP1B2/N2B1N2/PP3PPP/2RQ1RK1 w k * 3 13;0.5
3qk2r/nrppnpp1/1pb1p2p/p3P3/1bPP1B2/N2B1N1P/PP3PP1/2RQ1RK1 b k * 0 13;0.5
2nqk2r/1rppnpp1/1pb1p2p/p3P3/1bPP1B2/N2B1N1P/PP3PP1/2RQ1RK1 w k * 1 14;0.5
2nqk2r/1rppnpp1/1pb1p2p/p3P3/1bPP1B1P/N2B1N2/PP3PP1/2RQ1RK1 b k * 0 14;0.5
2nqk2r/1rp2pp1/1pb1p2p/p2nP3/1b1P1B1P/N2B1N2/PP3PP1/2RQ1RK1 w k * 0 16;0.5
2nqk2r/1rp2pp1/Bpb1p2p/p2nP3/1b1P1B1P/N4N2/PP3PP1/2RQ1RK1 b k * 1 16;0.5
2nqk2r/2p2pp1/rpR1p2p/p2nP3/1b1P1B1P/N4N2/PP3PP1/3Q1RK1 w k * 0 18;0.5
2nqk2r/2p2pp1/rpR1p2p/p2nP3/1b1P1B1P/N2Q1N2/PP3PP1/5RK1 b k * 1 18;0.5
3qk2r/2p2pp1/Qpn1p2p/p2nP3/1b1P1B1P/N4N2/PP3PP1/5RK1 w k * 0 20;0.5
3qk2r/2p2pp1/Qpn1p2p/p2nP3/1b1P3P/N4NB1/PP3PP1/5RK1 b k * 1 20;0.5
3q3r/2pk1pp1/Qpn1p2p/p2nP3/1b1P3P/N4NB1/PP3PP1/5RK1 w - * 2 21;0.5
3q3r/2pk1pp1/1pn1p2p/p2nP3/1b1P3P/N2Q1NB1/PP3PP1/5RK1 b - * 3 21;0.5
3qr3/2pk1pp1/1pn1p2p/p2nP3/1b1P3P/N2Q1NB1/PP3PP1/5RK1 w - * 4 22;0.5
3qr3/2pk1pp1/1pn1p2p/p2nP3/1b1P3P/3Q1NB1/PPN2PP1/5RK1 b - * 5 22;0.5
3qr3/2pkbpp1/1pn1p2p/p2nP3/3P3P/3Q1NB1/PPN2PP1/5RK1 w - * 6 23;0.5
3qr3/2pkbpp1/1pn1p2p/p2nP3/3P3P/P2Q1NB1/1PN2PP1/5RK1 b - * 0 23;0.5
3qr3/2pkbpp1/1pn1p2p/3nP3/p2P3P/P2Q1NB1/1PN2PP1/5RK1 w - * 0 24;0.5
3qr3/2pkbpp1/1pn1p2p/3nP3/p1QP3P/P4NB1/1PN2PP1/5RK1 b - * 1 24;0.5
q3r3/2pkbpp1/1pn1p2p/3nP3/p1QP3P/P4NB1/1PN2PP1/5RK1 w - * 2 25;0.5
q3r3/2pkbpp1/1pn1p2p/3nP3/p1QP3P/P4NB1/1PN2PP1/4R1K1 b - * 3 25;0.5
4r3/2pkbpp1/1pn1p2p/q2nP3/p1QP3P/P4NB1/1PN2PP1/4R1K1 w - * 4 26;0.5
4r3/2pkbpp1/1pn1p2p/q2nP3/p1QP3P/P3NNB1/1P3PP1/4R1K1 b - * 5 26;0.5
4r3/2pkbpp1/2n1p2p/qp1nP3/p1QP3P/P3NNB1/1P3PP1/4R1K1 w - * 0 27;0.5
4r3/2pkbpp1/2n1p2p/qp1nP3/p2P3P/P2QNNB1/1P3PP1/4R1K1 b - * 1 27;0.5
4r3/2pkbpp1/2n1p2p/3qP3/pp1P3P/P2Q1NB1/1P3PP1/4R1K1 w - * 0 29;0.5
4r3/2pkbpp1/2n1p2p/3qP3/pp1PR2P/P2Q1NB1/1P3PP1/6K1 b - * 1 29;0.5
4r3/2pk1pp1/2n1p2p/3qP3/pb1PR2P/3Q1NB1/1P3PP1/6K1 w - * 0 31;0.5
4r3/2pk1pp1/2n1p2p/3qP3/pb1PRB1P/3Q1N2/1P3PP1/6K1 b - * 1 31;0.5
8/2pkrpp1/2n1p2p/3qP3/pb1PRB1P/3Q1N2/1P3PP1/6K1 w - * 2 32;0.5
8/2pkrpp1/2n1p2p/3qP3/pb1PRBPP/3Q1N2/1P3P2/6K1 b - * 0 32;0.5
4r3/2pk1pp1/2n1p2p/3qP3/pb1PRBPP/3Q1N2/1P3P2/6K1 w - * 1 33;0.5
4r3/2pk1pp1/2n1p2p/3qP3/pb1PRBPP/3Q1N2/1P3PK1/8 b - * 2 33;0.5
4r3/2pk1pp1/2n1p3/3qP2P/pb1PRB1P/3Q1N2/1P3PK1/8 b - * 0 34;0.5
4r3/2pk1pp1/2n1p3/4P2P/pb1PRB1P/1q1Q1N2/1P3PK1/8 w - * 1 35;0.5
4r3/2pk1pp1/2n1p3/4P2P/pb1PRB1P/1q3N2/1P2QPK1/8 b - * 2 35;0.5
4r3/2pk1pp1/2n1p3/4P2P/3PRB1P/bq3N2/4QPK1/8 w - * 0 37;0.5
4r3/2pk1pp1/2n1p2P/4P3/3PRB1P/bq3N2/4QPK1/8 b - * 0 37;0.5
4r3/2pk1p2/2n1p1pP/4P3/3PRB1P/bq3N2/4QPK1/8 w - * 0 38;0.5
4r3/2pk1p1P/2n1p1p1/4P3/3PRB1P/bq3N2/4QPK1/8 b - * 0 38;0.5
